order_id,date,product,category,price,quantity,city,customer
ECM0479,2024-07-05,Minyak Zaitun 250ml,Makanan,93000.0,3.0,Palembang,User3914
ECM0001,2024-09-19,Case HP,Elektronik,28000.0,4.0,Balikpapan,User2631
ECM0227,2024-06-02,Granola Bar,Makanan,27000.0,5.0,Malang,User6980
ECM0459,2024-08-10,Case HP,Elektronik,47000.0,3.0,Surabaya,User6832
ECM0451,2024-07-21,Case HP,Elektronik,20000.0,2.0,Jakarta,User1985
ECM0250,2024-09-21,Charger Fast Charging,Elektronik,81000.0,4.0,Jakarta,User5569
ECM0109,2024-09-21,Lampu Meja LED,Rumah Tangga,119000.0,4.0,Surabaya,User5933
ECM0194,2024-09-04,Set Peralatan Masak,Rumah Tangga,319000.0,4.0,Bandung,User5288
ECM0006,2024-08-22,Hoodie Unisex,Fashion,100000.0,5.0,Denpasar,User7670
ECM0261,2024-06-09,Hoodie Unisex,Fashion,132000.0,1.0,Palembang,User4006
ECM0452,2024-08-24,Lampu Meja LED,Rumah Tangga,128000.0,1.0,Balikpapan,User2567
ECM0411,2024-09-14,Case HP,Elektronik,33000.0,4.0,Balikpapan,User2680
ECM0445,2024-09-25,Minyak Zaitun 250ml,Makanan,61000.0,2.0,Palembang,User7298
ECM0060,2024-08-21,Granola Bar,Makanan,16000.0,4.0,Jakarta,User6295
ECM0048,2024-06-29,Set Peralatan Masak,Rumah Tangga,167000.0,4.0,Denpasar,User4598
ECM0303,2024-10-04,Minyak Zaitun 250ml,Makanan,105000.0,3.0,Bandung,User4345
ECM0352,2024-12-09,Lampu Meja LED,Rumah Tangga,106000.0,5.0,Surabaya,User6902
ECM0121,2024-10-15,Granola Bar,Makanan,19000.0,3.0,Surabaya,User1077
ECM0287,2024-10-07,Charger Fast Charging,Elektronik,85000.0,5.0,Bandung,User7114
ECM0247,2025-01-13,Minyak Zaitun 250ml,Makanan,117000.0,3.0,Jakarta,User4539
ECM0373,2024-09-16,Mouse Wireless,Elektronik,140000.0,3.0,Malang,User7283
ECM0167,2024-11-27,Keyboard Mekanik,Elektronik,415000.0,4.0,Surabaya,User8374
ECM0313,2024-10-04,Teh Celup Premium,Makanan,29000.0,2.0,Bandung,User1938
ECM0404,2024-12-27,Minyak Zaitun 250ml,Makanan,115000.0,5.0,Denpasar,User2526
ECM0210,2024-07-05,Minyak Zaitun 250ml,Makanan,94000.0,1.0,Jakarta,User5158
ECM0356,2024-09-21,Charger Fast Charging,Elektronik,109000.0,1.0,Bandung,User2798
ECM0223,2024-07-30,Set Peralatan Masak,Rumah Tangga,266000.0,4.0,Surabaya,User8405
ECM0300,2024-07-24,Sandal Jepit,Fashion,38000.0,4.0,Surabaya,User8743
ECM0214,2024-09-27,Teh Celup Premium,Makanan,19000.0,2.0,Surabaya,User3697
ECM0441,2024-12-16,Mouse Wireless,Elektronik,83000.0,5.0,Denpasar,User2563
ECM0400,2024-07-24,Sandal Jepit,Fashion,47000.0,2.0,Surabaya,User3023
ECM0292,2024-06-11,Sandal Jepit,Fashion,51000.0,1.0,Jakarta,User2809
ECM0043,2024-08-15,Topi Baseball,Fashion,71000.0,2.0,Palembang,User3370
ECM0397,2024-10-08,Sandal Jepit,Fashion,53000.0,1.0,Malang,User7511
ECM0437,2024-10-13,Set Peralatan Masak,Rumah Tangga,317000.0,1.0,Balikpapan,User9860
ECM0474,2024-07-25,Case HP,Elektronik,53000.0,2.0,Jakarta,User5493
ECM0077,2024-10-20,Granola Bar,Makanan,25000.0,3.0,Malang,User8581
ECM0398,2025-01-04,Keyboard Mekanik,Elektronik,278000.0,5.0,Jakarta,User6919
ECM0457,2024-08-09,Mouse Wireless,Elektronik,133000.0,1.0,Malang,User7259
ECM0074,2024-07-01,Set Peralatan Masak,Rumah Tangga,260000.0,3.0,Jakarta,User7337
ECM0433,2024-06-14,Topi Baseball,Fashion,78000.0,5.0,Surabaya,User7433
ECM0365,2025-01-06,Hoodie Unisex,Fashion,197000.0,1.0,Bandung,User5940
ECM0434,2024-11-13,Topi Baseball,Fashion,38000.0,4.0,Jakarta,User3085
ECM0464,2025-01-02,Mouse Wireless,Elektronik,124000.0,2.0,Balikpapan,User9514
ECM0153,2024-09-04,Mouse Wireless,Elektronik,121000.0,2.0,Jakarta,User6329
ECM0033,2024-12-22,Sandal Jepit,Fashion,29000.0,5.0,Denpasar,User4825
ECM0016,2024-08-05,Topi Baseball,Fashion,69000.0,2.0,Bandung,User8419
ECM0108,2024-06-14,Hoodie Unisex,Fashion,132000.0,1.0,Kediri,User5895
ECM0495,2024-06-24,Lampu Meja LED,Rumah Tangga,110000.0,5.0,Jakarta,User1769
ECM0148,2024-11-05,Charger Fast Charging,Elektronik,94000.0,3.0,Bandung,User6592
ECM0255,2024-09-05,Minyak Zaitun 250ml,Makanan,95000.0,3.0,Kediri,User1109
ECM0435,2024-10-08,Keyboard Mekanik,Elektronik,278000.0,1.0,Surabaya,User1689
ECM0036,2024-09-09,Lampu Meja LED,Rumah Tangga,110000.0,3.0,Jakarta,User5209
ECM0226,2024-12-29,Keyboard Mekanik,Elektronik,329000.0,2.0,Malang,User4053
ECM0173,2024-07-31,Teh Celup Premium,Makanan,27000.0,5.0,Jakarta,User1870
ECM0382,2024-11-17,Set Peralatan Masak,Rumah Tangga,187000.0,5.0,Surabaya,User7457
ECM0018,2024-09-01,Teh Celup Premium,Makanan,38000.0,2.0,Denpasar,User9820
ECM0344,2025-01-23,Lampu Meja LED,Rumah Tangga,104000.0,1.0,Surabaya,User8499
ECM0157,2024-08-28,Minyak Zaitun 250ml,Makanan,120000.0,1.0,Balikpapan,User5677
ECM0491,2024-09-22,Case HP,Elektronik,22000.0,2.0,Jakarta,User6395
ECM0388,2024-12-30,Lampu Meja LED,Rumah Tangga,114000.0,2.0,Surabaya,User5390
ECM0406,2024-06-12,Teh Celup Premium,Makanan,20000.0,3.0,Kediri,User3384
ECM0487,2024-12-24,Set Peralatan Masak,Rumah Tangga,339000.0,5.0,Denpasar,User5312
ECM0428,2024-06-01,Teh Celup Premium,Makanan,24000.0,1.0,Bandung,User2485
ECM0369,2024-08-07,Topi Baseball,Fashion,61000.0,3.0,Surabaya,User7710
ECM0209,2024-11-17,Keyboard Mekanik,Elektronik,450000.0,3.0,Denpasar,User7780
ECM0065,2024-10-09,Topi Baseball,Fashion,37000.0,3.0,Bandung,User3290
ECM0011,2024-09-26,Mouse Wireless,Elektronik,124000.0,4.0,Kediri,User4073
ECM0456,2024-08-05,Charger Fast Charging,Elektronik,49000.0,2.0,Malang,User5852
ECM0112,2024-12-17,Hoodie Unisex,Fashion,145000.0,1.0,Palembang,User9504
ECM0471,2024-08-05,Topi Baseball,Fashion,39000.0,5.0,Bandung,User6087
ECM0446,2024-09-02,Topi Baseball,Fashion,44000.0,4.0,Malang,User3311
ECM0395,2024-07-05,Topi Baseball,Fashion,53000.0,4.0,Surabaya,User7583
ECM0094,2024-08-08,Sandal Jepit,Fashion,,2.0,Surabaya,User3472
ECM0480,2024-11-07,Keyboard Mekanik,Elektronik,536000.0,1.0,Balikpapan,User5270
ECM0294,2024-10-13,Topi Baseball,Fashion,54000.0,1.0,Denpasar,User5691
ECM0262,2024-09-19,Sandal Jepit,Fashion,39000.0,2.0,Palembang,User8193
ECM0101,2024-08-13,Sandal Jepit,Fashion,33000.0,2.0,Malang,User2247
ECM0168,2024-06-09,Minyak Zaitun 250ml,Makanan,107000.0,3.0,Surabaya,User6645
ECM0066,2024-07-18,Set Peralatan Masak,Rumah Tangga,316000.0,2.0,Surabaya,User7267
ECM0315,2024-08-11,Case HP,Elektronik,36000.0,4.0,Palembang,User9375
ECM0242,2024-11-25,Minyak Zaitun 250ml,Makanan,106000.0,2.0,Malang,User4240
ECM0361,2024-11-20,Lampu Meja LED,Rumah Tangga,75000.0,4.0,Jakarta,User6455
ECM0416,2024-07-09,Charger Fast Charging,Elektronik,109000.0,2.0,Balikpapan,User9265
ECM0007,2024-10-11,Charger Fast Charging,Elektronik,47000.0,3.0,Denpasar,User2115
ECM0150,2024-10-08,Teh Celup Premium,Makanan,35000.0,4.0,Kediri,User1226
ECM0485,2024-10-09,Minyak Zaitun 250ml,Makanan,110000.0,4.0,Palembang,User5423
ECM0399,2024-06-21,Mouse Wireless,Elektronik,,1.0,Palembang,User6478
ECM0368,2024-12-17,Topi Baseball,Fashion,68000.0,1.0,Palembang,User6761
ECM0478,2024-12-14,Teh Celup Premium,Makanan,30000.0,4.0,Palembang,User2616
ECM0363,2025-01-10,Keyboard Mekanik,Elektronik,268000.0,5.0,Palembang,User2442
ECM0149,2024-08-08,Hoodie Unisex,Fashion,185000.0,,Balikpapan,User8111
ECM0401,2024-08-12,Topi Baseball,Fashion,40000.0,2.0,Balikpapan,User8027
ECM0431,2024-12-05,Hoodie Unisex,Fashion,103000.0,5.0,Jakarta,User9243
ECM0253,2024-12-16,Mouse Wireless,Elektronik,82000.0,2.0,Surabaya,User2255
ECM0322,2024-07-24,Minyak Zaitun 250ml,Makanan,92000.0,3.0,Bandung,User4684
ECM0186,2024-08-30,Teh Celup Premium,Makanan,21000.0,3.0,Kediri,User1419
ECM0142,2025-01-16,Mouse Wireless,Elektronik,142000.0,4.0,Surabaya,User1532
ECM0133,2024-07-18,Lampu Meja LED,Rumah Tangga,,3.0,Denpasar,User5836
ECM0357,2024-08-02,Teh Celup Premium,Makanan,32000.0,2.0,Surabaya,User9374
ECM0119,2024-10-16,Charger Fast Charging,Elektronik,101000.0,2.0,Palembang,User2203
ECM0245,2024-07-27,Case HP,Elektronik,35000.0,1.0,Kediri,User9881
ECM0288,2025-01-26,Set Peralatan Masak,Rumah Tangga,338000.0,4.0,Bandung,User1086
ECM0375,2024-10-18,Sandal Jepit,Fashion,53000.0,2.0,Jakarta,User3935
ECM0120,2024-12-21,Keyboard Mekanik,Elektronik,385000.0,4.0,Kediri,User1880
ECM0488,2025-01-13,Lampu Meja LED,Rumah Tangga,64000.0,1.0,Surabaya,User5275
ECM0039,2025-01-18,Charger Fast Charging,Elektronik,,3.0,Malang,User3310
ECM0438,2024-06-10,Keyboard Mekanik,Elektronik,393000.0,4.0,Bandung,User2151
ECM0499,2024-12-30,Set Peralatan Masak,Rumah Tangga,251000.0,1.0,Malang,User5557
ECM0307,2024-06-19,Sandal Jepit,Fashion,28000.0,3.0,Jakarta,User7906
ECM0085,2024-07-22,Case HP,Elektronik,48000.0,3.0,Palembang,User3768
ECM0225,2024-08-08,Charger Fast Charging,Elektronik,94000.0,5.0,Palembang,User8765
ECM0020,2024-07-19,Charger Fast Charging,Elektronik,84000.0,,Surabaya,User3623
ECM0073,2024-06-05,Charger Fast Charging,Elektronik,109000.0,5.0,Denpasar,User1834
ECM0076,2024-10-29,Teh Celup Premium,Makanan,36000.0,5.0,Palembang,User9338
ECM0381,2024-08-31,Keyboard Mekanik,Elektronik,269000.0,2.0,Bandung,User3070
ECM0362,2024-07-28,Hoodie Unisex,Fashion,119000.0,1.0,Balikpapan,User5476
ECM0486,2025-01-18,Minyak Zaitun 250ml,Makanan,76000.0,3.0,Jakarta,User4330
ECM0418,2024-07-17,Minyak Zaitun 250ml,Makanan,64000.0,1.0,Balikpapan,User3477
ECM0265,2024-07-22,Keyboard Mekanik,Elektronik,503000.0,3.0,Surabaya,User7882
ECM0041,2024-07-10,Minyak Zaitun 250ml,Makanan,127000.0,3.0,Malang,User2278
ECM0436,2025-01-23,Granola Bar,Makanan,,4.0,Bandung,User6926
ECM0111,2024-12-31,Keyboard Mekanik,Elektronik,396000.0,1.0,Palembang,User9900
ECM0304,2024-12-06,Granola Bar,Makanan,25000.0,1.0,Surabaya,User4426
ECM0463,2024-07-29,Topi Baseball,Fashion,77000.0,2.0,Bandung,User4196
ECM0049,2024-08-02,Case HP,Elektronik,57000.0,2.0,Kediri,User2673
ECM0019,2024-08-18,Mouse Wireless,Elektronik,90000.0,2.0,Bandung,User1807
ECM0044,2024-06-28,Keyboard Mekanik,Elektronik,299000.0,5.0,Kediri,User4178
ECM0274,2025-01-13,Topi Baseball,Fashion,36000.0,1.0,Palembang,User5549
ECM0423,2024-06-18,Sandal Jepit,Fashion,49000.0,3.0,Jakarta,User7991
ECM0091,2024-08-10,Lampu Meja LED,Rumah Tangga,94000.0,3.0,Denpasar,User6382
ECM0374,2024-11-18,Teh Celup Premium,Makanan,29000.0,2.0,Kediri,User7923
ECM0212,2024-12-30,Sandal Jepit,Fashion,21000.0,2.0,Bandung,User9289
ECM0276,2024-07-09,Teh Celup Premium,Makanan,35000.0,5.0,Bandung,User3695
ECM0335,2024-12-28,Minyak Zaitun 250ml,Makanan,,2.0,Malang,User1310
ECM0161,2024-07-25,Charger Fast Charging,Elektronik,60000.0,5.0,Jakarta,User4044
ECM0115,2024-06-15,Minyak Zaitun 250ml,Makanan,78000.0,5.0,Denpasar,User4298
ECM0329,2024-09-11,Granola Bar,Makanan,30000.0,2.0,Surabaya,User9972
ECM0069,2024-08-09,Minyak Zaitun 250ml,Makanan,114000.0,1.0,Denpasar,User6287
ECM0216,2024-12-28,Charger Fast Charging,Elektronik,104000.0,5.0,Bandung,User9183
ECM0393,2024-07-10,Set Peralatan Masak,Rumah Tangga,260000.0,1.0,Surabaya,User8944
ECM0132,2024-11-11,Minyak Zaitun 250ml,Makanan,97000.0,5.0,Palembang,User9176
ECM0002,2024-08-03,Topi Baseball,Fashion,57000.0,4.0,Bandung,User5558
ECM0188,2024-10-09,Teh Celup Premium,Makanan,38000.0,2.0,Palembang,User3181
ECM0228,2025-01-25,Topi Baseball,Fashion,42000.0,5.0,Jakarta,User2595
ECM0179,2025-01-14,Hoodie Unisex,Fashion,,1.0,Kediri,User8460
ECM0328,2024-09-01,Granola Bar,Makanan,24000.0,3.0,Jakarta,User4936
ECM0182,2024-10-19,Case HP,Elektronik,21000.0,5.0,Kediri,User2571
ECM0134,2024-06-26,Teh Celup Premium,Makanan,38000.0,3.0,Bandung,User4507
ECM0224,2024-11-19,Mouse Wireless,Elektronik,93000.0,1.0,Balikpapan,User8434
ECM0249,2024-11-23,Case HP,Elektronik,41000.0,1.0,Denpasar,User8309
ECM0284,2024-12-18,Mouse Wireless,Elektronik,100000.0,2.0,Palembang,User7385
ECM0169,2024-09-28,Charger Fast Charging,Elektronik,89000.0,4.0,Kediri,User8461
ECM0449,2024-11-25,Hoodie Unisex,Fashion,210000.0,5.0,Kediri,User6843
ECM0336,2025-01-26,Teh Celup Premium,Makanan,24000.0,4.0,Malang,User5991
ECM0240,2024-12-10,Topi Baseball,Fashion,37000.0,2.0,Balikpapan,User6245
ECM0264,2024-06-23,Topi Baseball,Fashion,39000.0,3.0,Kediri,User3716
ECM0143,2024-09-08,Minyak Zaitun 250ml,Makanan,101000.0,1.0,Balikpapan,User4933
ECM0246,2024-07-10,Charger Fast Charging,Elektronik,77000.0,,Surabaya,User8209
ECM0301,2024-07-19,Set Peralatan Masak,Rumah Tangga,262000.0,3.0,Denpasar,User8436
ECM0028,2024-11-05,Set Peralatan Masak,Rumah Tangga,159000.0,1.0,Bandung,User2200
ECM0442,2024-06-20,Mouse Wireless,Elektronik,62000.0,1.0,Kediri,User9453
ECM0139,2024-12-21,Topi Baseball,Fashion,38000.0,1.0,Balikpapan,User6684
ECM0364,2024-12-07,Charger Fast Charging,Elektronik,58000.0,4.0,Palembang,User9351
ECM0090,2024-08-17,Case HP,Elektronik,54000.0,3.0,Jakarta,User8077
ECM0476,2025-01-17,Minyak Zaitun 250ml,Makanan,82000.0,1.0,Kediri,User3813
ECM0412,2024-08-12,Lampu Meja LED,Rumah Tangga,56000.0,5.0,Bandung,User7128
ECM0024,2025-01-01,Keyboard Mekanik,Elektronik,470000.0,5.0,Denpasar,User2528
ECM0097,2024-11-27,Topi Baseball,Fashion,38000.0,1.0,Denpasar,User1722
ECM0080,2024-09-09,Case HP,Elektronik,50000.0,4.0,Denpasar,User1184
ECM0490,2024-06-12,Minyak Zaitun 250ml,Makanan,65000.0,4.0,Bandung,User9298
ECM0193,2024-07-30,Teh Celup Premium,Makanan,32000.0,1.0,Balikpapan,User5648
ECM0243,2024-07-11,Granola Bar,Makanan,19000.0,4.0,Balikpapan,User3295
ECM0371,2024-08-19,Lampu Meja LED,Rumah Tangga,,3.0,Jakarta,User1715
ECM0172,2024-09-20,Keyboard Mekanik,Elektronik,,4.0,Kediri,User7142
ECM0327,2024-12-26,Hoodie Unisex,Fashion,216000.0,3.0,Surabaya,User6607
ECM0068,2024-10-07,Teh Celup Premium,Makanan,23000.0,2.0,Balikpapan,User9976
ECM0146,2024-10-16,Topi Baseball,Fashion,50000.0,3.0,Malang,User1522
ECM0409,2024-11-17,Granola Bar,Makanan,18000.0,1.0,Kediri,User7846
ECM0421,2024-11-14,Granola Bar,Makanan,30000.0,3.0,Jakarta,User1386
ECM0082,2024-06-23,Charger Fast Charging,Elektronik,65000.0,2.0,Balikpapan,User5452
ECM0469,2025-01-14,Case HP,Elektronik,42000.0,3.0,Bandung,User5400
ECM0232,2024-12-19,Sandal Jepit,Fashion,46000.0,2.0,Bandung,User7206
ECM0038,2024-10-14,Keyboard Mekanik,Elektronik,480000.0,2.0,Palembang,User5960
ECM0331,2024-09-06,Lampu Meja LED,Rumah Tangga,127000.0,3.0,Jakarta,User9304
ECM0386,2025-01-21,Set Peralatan Masak,Rumah Tangga,247000.0,4.0,Surabaya,User2583
ECM0141,2024-09-21,Mouse Wireless,Elektronik,124000.0,5.0,Palembang,User3901
ECM0035,2024-11-29,Set Peralatan Masak,Rumah Tangga,373000.0,5.0,Denpasar,User3949
ECM0389,2024-06-07,Set Peralatan Masak,Rumah Tangga,174000.0,5.0,Balikpapan,User8044
ECM0126,2025-01-24,Case HP,Elektronik,32000.0,3.0,Surabaya,User9739
ECM0237,2024-09-28,Case HP,Elektronik,37000.0,2.0,Denpasar,User5246
ECM0302,2024-11-02,Charger Fast Charging,Elektronik,94000.0,4.0,Bandung,User9578
ECM0417,2024-12-07,Granola Bar,Makanan,20000.0,5.0,Bandung,User5087
ECM0254,2024-07-25,Mouse Wireless,Elektronik,62000.0,5.0,Kediri,User3995
ECM0177,2024-12-03,Case HP,Elektronik,42000.0,5.0,Bandung,User6634
ECM0093,2024-06-01,Lampu Meja LED,Rumah Tangga,60000.0,2.0,Denpasar,User2626
ECM0110,2024-12-08,Topi Baseball,Fashion,69000.0,3.0,Bandung,User8977
ECM0281,2024-07-23,Case HP,Elektronik,24000.0,,Balikpapan,User4162
ECM0339,2024-09-22,Minyak Zaitun 250ml,Makanan,107000.0,3.0,Palembang,User4286
ECM0072,2024-11-15,Lampu Meja LED,Rumah Tangga,108000.0,3.0,Kediri,User5847
ECM0162,2024-09-01,Sandal Jepit,Fashion,21000.0,5.0,Malang,User8526
ECM0333,2024-07-07,Set Peralatan Masak,Rumah Tangga,187000.0,3.0,Palembang,User7060
ECM0270,2024-12-09,Teh Celup Premium,Makanan,30000.0,5.0,Denpasar,User9154
ECM0440,2025-01-11,Charger Fast Charging,Elektronik,47000.0,,Palembang,User7836
ECM0338,2024-10-20,Lampu Meja LED,Rumah Tangga,100000.0,1.0,Surabaya,User3297
ECM0092,2025-01-25,Mouse Wireless,Elektronik,,5.0,Palembang,User8438
ECM0081,2024-11-17,Hoodie Unisex,Fashion,118000.0,5.0,Bandung,User7333
ECM0192,2024-10-27,Hoodie Unisex,Fashion,204000.0,1.0,Malang,User6536
ECM0410,2024-11-10,Minyak Zaitun 250ml,Makanan,80000.0,4.0,Jakarta,User6216
