order_id,date,product,category,price,quantity,city,customer
ORD0219,2024-05-24,Smartwatch,Elektronik,520000.0,7.0,Semarang,Cust2439
ORD0097,2024-07-21,Kemeja Flanel,Fashion,172000.0,7.0,Yogyakarta,Cust2804
ORD0125,2024-08-26,Kopi Bubuk 200g,Makanan,44000.0,4.0,Yogyakarta,Cust4751
ORD0575,2024-11-19,Kaos Polos,Fashion,55000.0,6.0,Semarang,Cust3681
ORD0227,2024-11-11,Kopi Bubuk 200g,Makanan,48000.0,7.0,Semarang,Cust8749
ORD0178,2024-02-10,Tas Ransel,Fashion,229000.0,2.0,Jakarta,Cust5572
ORD0448,2024-03-19,Madu Hutan 250ml,Makanan,72000.0,7.0,Yogyakarta,Cust9745
ORD0587,2024-12-27,Wajan Anti Lengket,Rumah Tangga,100000.0,1.0,Jakarta,Cust1789
ORD0574,2024-07-10,Kaos Polos,Fashion,78000.0,4.0,Bandung,Cust8798
ORD0104,2024-09-20,Kaos Polos,Fashion,67000.0,7.0,Medan,Cust5439
ORD0082,2024-09-24,Smartwatch,Elektronik,572000.0,6.0,Medan,Cust5681
ORD0347,2024-10-27,Madu Hutan 250ml,Makanan,48000.0,7.0,Bandung,Cust5977
ORD0561,2024-12-25,Kabel Data USB-C,Elektronik,35000.0,7.0,Surabaya,Cust4530
ORD0265,2024-06-07,Madu Hutan 250ml,Makanan,64000.0,4.0,Makassar,Cust4252
ORD0571,2024-05-07,Madu Hutan 250ml,Makanan,68000.0,1.0,Kediri,Cust8363
ORD0228,2024-01-02,Botol Minum,Rumah Tangga,51000.0,4.0,Jakarta,Cust2839
ORD0276,2024-01-21,Smartwatch,Elektronik,267000.0,7.0,Bandung,Cust8149
ORD0383,2024-10-02,Madu Hutan 250ml,Makanan,54000.0,6.0,Yogyakarta,Cust1930
ORD0264,2024-06-13,Keripik Singkong,Makanan,18000.0,2.0,Kediri,Cust5767
ORD0474,2024-09-19,Smartwatch,Elektronik,457000.0,2.0,Surabaya,Cust6737
ORD0254,2024-01-12,Headset Bluetooth,Elektronik,192000.0,1.0,Makassar,Cust7950
ORD0172,2024-04-06,Sepatu Sneakers,Fashion,163000.0,7.0,Kediri,Cust5644
ORD0238,2024-06-21,Smartwatch,Elektronik,335000.0,2.0,Jakarta,Cust7780
ORD0398,2024-12-20,Tas Ransel,Fashion,183000.0,3.0,Bandung,Cust4111
ORD0140,2024-07-12,Smartwatch,Elektronik,430000.0,2.0,Semarang,Cust1266
ORD0304,2024-07-18,Keripik Singkong,Makanan,14000.0,7.0,Medan,Cust7311
ORD0268,2024-12-16,Headset Bluetooth,Elektronik,149000.0,3.0,Medan,Cust2869
ORD0548,2024-11-09,Botol Minum,Rumah Tangga,29000.0,4.0,Jakarta,Cust8805
ORD0376,2024-01-29,Sepatu Sneakers,Fashion,234000.0,4.0,Surabaya,Cust2212
ORD0213,2024-07-21,Kopi Bubuk 200g,Makanan,43000.0,5.0,Surabaya,Cust5726
ORD0199,2024-01-07,Headset Bluetooth,Elektronik,252000.0,3.0,Kediri,Cust7318
ORD0469,2024-03-09,Tas Ransel,Fashion,207000.0,7.0,Makassar,Cust8398
ORD0016,2024-07-09,Kopi Bubuk 200g,Makanan,46000.0,5.0,Jakarta,Cust9422
ORD0164,2024-11-10,Power Bank 10000mAh,Elektronik,191000.0,5.0,Kediri,Cust5285
ORD0441,2024-01-24,Madu Hutan 250ml,Makanan,84000.0,4.0,Yogyakarta,Cust2549
ORD0407,2024-07-24,Smartwatch,Elektronik,577000.0,5.0,Yogyakarta,Cust1749
ORD0415,2024-03-09,Kaos Polos,Fashion,80000.0,6.0,Makassar,Cust9378
ORD0038,2024-07-17,Kopi Bubuk 200g,Makanan,42000.0,1.0,Semarang,Cust1110
ORD0520,2024-12-23,Botol Minum,Rumah Tangga,27000.0,2.0,Makassar,Cust3382
ORD0207,2024-11-17,Rak Buku Mini,Rumah Tangga,152000.0,7.0,Jakarta,Cust4735
ORD0296,2024-04-04,Kabel Data USB-C,Elektronik,25000.0,4.0,Kediri,Cust2132
ORD0556,2024-11-09,Kabel Data USB-C,Elektronik,27000.0,4.0,Medan,Cust4555
ORD0074,2024-12-01,Sepatu Sneakers,Fashion,267000.0,5.0,Bandung,Cust1324
ORD0395,2024-05-22,Rak Buku Mini,Rumah Tangga,178000.0,7.0,Semarang,Cust7955
ORD0105,2024-03-29,Kopi Bubuk 200g,Makanan,25000.0,1.0,Bandung,Cust8564
ORD0340,2024-03-22,Madu Hutan 250ml,Makanan,85000.0,2.0,Kediri,Cust9036
ORD0017,2024-12-15,Kabel Data USB-C,Elektronik,33000.0,1.0,Yogyakarta,Cust2524
ORD0092,2024-06-03,Kopi Bubuk 200g,Makanan,,4.0,Makassar,Cust3798
ORD0089,2024-05-15,Rak Buku Mini,Rumah Tangga,167000.0,6.0,Kediri,Cust7381
ORD0419,2024-06-04,Headset Bluetooth,Elektronik,251000.0,5.0,Yogyakarta,Cust9413
ORD0206,2024-05-21,Kemeja Flanel,Fashion,179000.0,5.0,Medan,Cust2142
ORD0103,2024-04-16,Kopi Bubuk 200g,Makanan,43000.0,2.0,Surabaya,Cust2749
ORD0239,2024-04-11,Headset Bluetooth,Elektronik,225000.0,7.0,Bandung,Cust5301
ORD0373,2024-08-01,Power Bank 10000mAh,Elektronik,134000.0,2.0,Kediri,Cust5174
ORD0247,2024-01-27,Rak Buku Mini,Rumah Tangga,129000.0,7.0,Medan,Cust4690
ORD0158,2024-11-21,Kabel Data USB-C,Elektronik,20000.0,4.0,Bandung,Cust9180
ORD0327,2024-02-20,Kemeja Flanel,Fashion,143000.0,1.0,Yogyakarta,Cust6296
ORD0134,2024-12-13,Kabel Data USB-C,Elektronik,15000.0,1.0,Bandung,Cust1438
ORD0404,2024-08-27,Madu Hutan 250ml,Makanan,78000.0,7.0,Jakarta,Cust9508
ORD0500,2024-03-07,Power Bank 10000mAh,Elektronik,187000.0,2.0,Bandung,Cust3454
ORD0019,2024-12-11,Kopi Bubuk 200g,Makanan,54000.0,6.0,Yogyakarta,Cust1810
ORD0479,2024-11-08,Wajan Anti Lengket,Rumah Tangga,106000.0,5.0,Surabaya,Cust7933
ORD0497,2024-03-28,Sepatu Sneakers,Fashion,237000.0,6.0,Bandung,Cust4056
ORD0356,2024-12-26,Madu Hutan 250ml,Makanan,94000.0,6.0,Surabaya,Cust6881
ORD0275,2024-05-04,Power Bank 10000mAh,Elektronik,197000.0,,Semarang,Cust6031
ORD0468,2024-11-25,Botol Minum,Rumah Tangga,29000.0,6.0,Semarang,Cust2519
ORD0541,2024-04-10,Wajan Anti Lengket,Rumah Tangga,120000.0,2.0,Medan,Cust2066
ORD0312,2024-10-23,Wajan Anti Lengket,Rumah Tangga,109000.0,4.0,Semarang,Cust4006
ORD0409,2024-06-19,Madu Hutan 250ml,Makanan,56000.0,4.0,Surabaya,Cust5069
ORD0527,2024-01-02,Keripik Singkong,Makanan,22000.0,2.0,Semarang,Cust6147
ORD0269,2024-01-11,Botol Minum,Rumah Tangga,26000.0,2.0,Makassar,Cust4420
ORD0035,2024-09-18,Keripik Singkong,Makanan,20000.0,7.0,Jakarta,Cust8616
ORD0182,2024-11-11,Tas Ransel,Fashion,136000.0,7.0,Kediri,Cust7148
ORD0185,2024-02-24,Smartwatch,Elektronik,552000.0,5.0,Surabaya,Cust6431
ORD0208,2024-03-07,Madu Hutan 250ml,Makanan,71000.0,2.0,Medan,Cust3458
ORD0450,2024-04-12,Headset Bluetooth,Elektronik,202000.0,7.0,Kediri,Cust4254
ORD0095,2024-07-10,Keripik Singkong,Makanan,20000.0,2.0,Makassar,Cust5200
ORD0524,2024-12-25,Kopi Bubuk 200g,Makanan,32000.0,1.0,Kediri,Cust4892
ORD0423,2024-07-08,Rak Buku Mini,Rumah Tangga,97000.0,1.0,Yogyakarta,Cust5557
ORD0354,2024-02-29,Smartwatch,Elektronik,280000.0,3.0,Surabaya,Cust2577
ORD0123,2024-11-12,Wajan Anti Lengket,Rumah Tangga,119000.0,6.0,Kediri,Cust1667
ORD0576,2024-05-29,Power Bank 10000mAh,Elektronik,118000.0,4.0,Medan,Cust8012
ORD0365,2024-10-28,Sepatu Sneakers,Fashion,,6.0,Jakarta,Cust4136
ORD0079,2024-06-06,Kabel Data USB-C,Elektronik,23000.0,4.0,Surabaya,Cust5766
ORD0351,2024-06-18,Kabel Data USB-C,Elektronik,28000.0,6.0,Semarang,Cust3782
ORD0062,2024-05-15,Rak Buku Mini,Rumah Tangga,168000.0,3.0,Surabaya,Cust1825
ORD0252,2024-07-10,Smartwatch,Elektronik,548000.0,3.0,Medan,Cust7615
ORD0126,2024-02-26,Kabel Data USB-C,Elektronik,39000.0,1.0,Yogyakarta,Cust3593
ORD0446,2024-08-16,Wajan Anti Lengket,Rumah Tangga,137000.0,3.0,Yogyakarta,Cust2142
ORD0443,2024-12-17,Sepatu Sneakers,Fashion,252000.0,3.0,Surabaya,Cust2798
ORD0597,2024-04-22,Botol Minum,Rumah Tangga,55000.0,6.0,Surabaya,Cust7773
ORD0348,2024-01-16,Madu Hutan 250ml,Makanan,71000.0,4.0,Makassar,Cust1834
ORD0492,2024-05-22,Keripik Singkong,Makanan,18000.0,6.0,Surabaya,Cust3460
ORD0599,2024-07-26,Botol Minum,Rumah Tangga,24000.0,3.0,Yogyakarta,Cust3238
ORD0542,2024-01-09,Kaos Polos,Fashion,56000.0,2.0,Surabaya,Cust9493
ORD0068,2024-06-17,Power Bank 10000mAh,Elektronik,212000.0,2.0,Surabaya,Cust5574
ORD0025,2024-02-13,Rak Buku Mini,Rumah Tangga,105000.0,7.0,Makassar,Cust8072
ORD0460,2024-10-17,Sepatu Sneakers,Fashion,257000.0,5.0,Semarang,Cust2816
ORD0505,2024-08-11,Kemeja Flanel,Fashion,142000.0,7.0,Kediri,Cust4969
ORD0416,2024-07-30,Wajan Anti Lengket,Rumah Tangga,117000.0,7.0,Yogyakarta,Cust4369
ORD0127,2024-09-30,Sepatu Sneakers,Fashion,314000.0,6.0,Yogyakarta,Cust6732
ORD0546,2024-05-23,Kaos Polos,Fashion,,2.0,Surabaya,Cust9255
ORD0335,2024-06-17,Smartwatch,Elektronik,362000.0,3.0,Bandung,Cust2600
ORD0406,2024-08-13,Kabel Data USB-C,Elektronik,29000.0,7.0,Jakarta,Cust1346
ORD0179,2024-05-01,Keripik Singkong,Makanan,15000.0,4.0,Jakarta,Cust4690
ORD0427,2024-03-19,Keripik Singkong,Makanan,24000.0,4.0,Yogyakarta,Cust5025
ORD0563,2024-02-04,Smartwatch,Elektronik,274000.0,7.0,Surabaya,Cust6375
ORD0136,2024-01-03,Headset Bluetooth,Elektronik,248000.0,5.0,Makassar,Cust8788
ORD0224,2024-05-30,Tas Ransel,Fashion,231000.0,5.0,Kediri,Cust5652
ORD0600,2024-04-13,Botol Minum,Rumah Tangga,31000.0,3.0,Medan,Cust6596
ORD0566,2024-10-11,Kemeja Flanel,Fashion,177000.0,4.0,Yogyakarta,Cust3711
ORD0508,2024-06-20,Kemeja Flanel,Fashion,81000.0,5.0,Kediri,Cust5448
ORD0094,2024-05-01,Power Bank 10000mAh,Elektronik,140000.0,7.0,Semarang,Cust1096
ORD0485,2024-03-13,Smartwatch,Elektronik,372000.0,1.0,Kediri,Cust4365
ORD0070,2024-12-11,Smartwatch,Elektronik,291000.0,7.0,Surabaya,Cust3502
ORD0037,2024-02-14,Keripik Singkong,Makanan,23000.0,5.0,Jakarta,Cust5303
ORD0297,2024-08-31,Kopi Bubuk 200g,Makanan,49000.0,1.0,Bandung,Cust2181
ORD0161,2024-04-27,Madu Hutan 250ml,Makanan,87000.0,2.0,Bandung,Cust2596
ORD0363,2024-08-07,Kemeja Flanel,Fashion,133000.0,1.0,Yogyakarta,Cust4347
ORD0012,2024-01-27,Madu Hutan 250ml,Makanan,71000.0,6.0,Semarang,Cust3593
ORD0145,2024-11-19,Madu Hutan 250ml,Makanan,50000.0,2.0,Medan,Cust8796
ORD0510,2024-12-27,Kemeja Flanel,Fashion,135000.0,5.0,Makassar,Cust1977
ORD0128,2024-04-18,Rak Buku Mini,Rumah Tangga,128000.0,1.0,Jakarta,Cust1368
ORD0410,2024-12-07,Kaos Polos,Fashion,45000.0,4.0,Makassar,Cust3976
ORD0303,2024-11-28,Kaos Polos,Fashion,57000.0,5.0,Yogyakarta,Cust7673
ORD0010,2024-12-16,Sepatu Sneakers,Fashion,215000.0,4.0,Medan,Cust8636
ORD0528,2024-11-18,Tas Ransel,Fashion,185000.0,3.0,Yogyakarta,Cust1347
ORD0177,2024-02-10,Rak Buku Mini,Rumah Tangga,106000.0,1.0,Bandung,Cust4732
ORD0232,2024-07-27,Kopi Bubuk 200g,Makanan,34000.0,3.0,Medan,Cust6228
ORD0211,2024-08-05,Kemeja Flanel,Fashion,98000.0,1.0,Jakarta,Cust2406
ORD0129,2024-06-27,Botol Minum,Rumah Tangga,40000.0,6.0,Yogyakarta,Cust8874
ORD0144,2024-06-12,Power Bank 10000mAh,Elektronik,128000.0,5.0,Medan,Cust4572
ORD0242,2024-02-02,Botol Minum,Rumah Tangga,21000.0,1.0,Kediri,Cust9633
ORD0008,2024-10-16,Wajan Anti Lengket,Rumah Tangga,124000.0,2.0,Bandung,Cust9538
ORD0024,2024-03-27,Keripik Singkong,Makanan,22000.0,4.0,Kediri,Cust6395
ORD0299,2024-03-13,Kemeja Flanel,Fashion,168000.0,3.0,Makassar,Cust2461
ORD0311,2024-07-17,Wajan Anti Lengket,Rumah Tangga,96000.0,3.0,Makassar,Cust7341
ORD0255,2024-12-09,Wajan Anti Lengket,Rumah Tangga,73000.0,2.0,Medan,Cust4675
ORD0545,2024-08-21,Kopi Bubuk 200g,Makanan,27000.0,2.0,Makassar,Cust4900
ORD0481,2024-12-16,Headset Bluetooth,Elektronik,260000.0,5.0,Yogyakarta,Cust7343
ORD0009,2024-06-24,Tas Ransel,Fashion,200000.0,7.0,Makassar,Cust7931
ORD0157,2024-11-23,Sepatu Sneakers,Fashion,346000.0,2.0,Bandung,Cust4476
ORD0028,2024-09-26,Kopi Bubuk 200g,Makanan,45000.0,6.0,Bandung,Cust9084
ORD0267,2024-12-13,Smartwatch,Elektronik,281000.0,4.0,Makassar,Cust2320
ORD0315,2024-10-06,Kemeja Flanel,Fashion,82000.0,6.0,Yogyakarta,Cust3098
ORD0065,2024-02-22,Power Bank 10000mAh,Elektronik,203000.0,5.0,Kediri,Cust3234
ORD0466,2024-03-08,Madu Hutan 250ml,Makanan,54000.0,5.0,Bandung,Cust6878
ORD0256,2024-09-22,Tas Ransel,Fashion,118000.0,2.0,Yogyakarta,Cust1903
ORD0456,2024-11-13,Kabel Data USB-C,Elektronik,27000.0,5.0,Yogyakarta,Cust9793
ORD0154,2024-12-17,Headset Bluetooth,Elektronik,123000.0,3.0,Kediri,Cust6710
ORD0049,2024-01-14,Wajan Anti Lengket,Rumah Tangga,93000.0,5.0,Yogyakarta,Cust1049
ORD0209,2024-08-05,Kemeja Flanel,Fashion,152000.0,1.0,Kediri,Cust2188
ORD0452,2024-09-21,Keripik Singkong,Makanan,13000.0,4.0,Makassar,Cust5014
ORD0288,2024-12-26,Botol Minum,Rumah Tangga,53000.0,5.0,Jakarta,Cust5046
ORD0002,2024-12-18,Rak Buku Mini,Rumah Tangga,148000.0,3.0,Medan,Cust8717
ORD0428,2024-06-28,Kopi Bubuk 200g,Makanan,29000.0,5.0,Surabaya,Cust4096
ORD0342,2024-04-22,Headset Bluetooth,Elektronik,137000.0,3.0,Surabaya,Cust5804
ORD0270,2024-01-01,Botol Minum,Rumah Tangga,24000.0,2.0,Yogyakarta,Cust3893
ORD0266,2024-03-07,Botol Minum,Rumah Tangga,25000.0,3.0,Surabaya,Cust9569
ORD0549,2024-08-13,Kabel Data USB-C,Elektronik,28000.0,3.0,Jakarta,Cust5838
ORD0488,2024-04-13,Kabel Data USB-C,Elektronik,38000.0,6.0,Surabaya,Cust2778
ORD0480,2024-06-07,Sepatu Sneakers,Fashion,276000.0,3.0,Bandung,Cust6962
ORD0369,2024-03-18,Kaos Polos,Fashion,61000.0,1.0,Jakarta,Cust6382
ORD0096,2024-06-01,Headset Bluetooth,Elektronik,149000.0,5.0,Surabaya,Cust8525
ORD0583,2024-02-21,Sepatu Sneakers,Fashion,344000.0,5.0,Surabaya,Cust3367
ORD0353,2024-02-13,Headset Bluetooth,Elektronik,236000.0,6.0,Yogyakarta,Cust7836
ORD0043,2024-04-13,Wajan Anti Lengket,Rumah Tangga,73000.0,7.0,,Cust8001
ORD0362,2024-06-18,Keripik Singkong,Makanan,22000.0,3.0,Semarang,Cust1239
ORD0455,2024-03-20,Botol Minum,Rumah Tangga,31000.0,7.0,Makassar,Cust4451
ORD0456,2024-11-13,Kabel Data USB-C,Elektronik,27000.0,5.0,Yogyakarta,Cust9793
ORD0117,2024-06-12,Kaos Polos,Fashion,72000.0,7.0,Semarang,Cust4781
ORD0425,2024-05-17,Power Bank 10000mAh,Elektronik,171000.0,5.0,Jakarta,Cust8113
ORD0046,2024-11-11,Madu Hutan 250ml,Makanan,49000.0,5.0,Yogyakarta,Cust1260
ORD0162,2024-01-01,Wajan Anti Lengket,Rumah Tangga,82000.0,3.0,Makassar,Cust3548
ORD0535,2024-05-27,Botol Minum,Rumah Tangga,26000.0,3.0,Semarang,Cust3187
ORD0118,2024-07-25,Sepatu Sneakers,Fashion,211000.0,1.0,Medan,Cust1065
ORD0289,2024-09-30,Kabel Data USB-C,Elektronik,22000.0,7.0,,Cust3499
ORD0078,2024-03-30,Kemeja Flanel,Fashion,145000.0,5.0,Bandung,Cust8086
ORD0539,2024-04-15,Kabel Data USB-C,Elektronik,25000.0,4.0,Surabaya,Cust2729
ORD0390,2024-06-20,Tas Ransel,Fashion,159000.0,6.0,Medan,Cust2152
ORD0572,2024-11-03,Power Bank 10000mAh,Elektronik,202000.0,6.0,Jakarta,Cust4567
ORD0413,2024-06-30,Kemeja Flanel,Fashion,123000.0,6.0,Surabaya,Cust2933
ORD0064,2024-04-02,Madu Hutan 250ml,Makanan,67000.0,4.0,Makassar,Cust6727
ORD0339,2024-09-30,Tas Ransel,Fashion,159000.0,3.0,Surabaya,Cust7429
ORD0316,2024-08-16,Wajan Anti Lengket,Rumah Tangga,131000.0,1.0,Kediri,Cust5107
ORD0300,2024-10-01,Kaos Polos,Fashion,80000.0,,Makassar,Cust3219
ORD0400,2024-12-19,Headset Bluetooth,Elektronik,149000.0,4.0,Semarang,Cust4501
ORD0231,2024-05-24,Smartwatch,Elektronik,575000.0,7.0,Semarang,Cust6639
ORD0298,2024-04-21,Smartwatch,Elektronik,479000.0,6.0,Semarang,Cust1177
ORD0187,2024-03-09,Tas Ransel,Fashion,113000.0,1.0,Yogyakarta,Cust8348
ORD0594,2024-10-02,Madu Hutan 250ml,Makanan,58000.0,3.0,Surabaya,Cust3216
ORD0200,2024-11-04,Madu Hutan 250ml,Makanan,53000.0,5.0,Semarang,Cust7372
ORD0421,2024-11-01,Keripik Singkong,Makanan,23000.0,6.0,Surabaya,Cust1620
ORD0366,2024-10-02,Kabel Data USB-C,Elektronik,29000.0,2.0,Kediri,Cust3436
ORD0494,2024-02-24,Botol Minum,Rumah Tangga,42000.0,6.0,Semarang,Cust1629
ORD0397,2024-08-28,Kaos Polos,Fashion,62000.0,4.0,Bandung,Cust4153
ORD0122,2024-04-13,Wajan Anti Lengket,Rumah Tangga,142000.0,4.0,Semarang,Cust9667
ORD0586,2024-03-09,Keripik Singkong,Makanan,14000.0,1.0,Jakarta,Cust2080
ORD0248,2024-03-22,Power Bank 10000mAh,Elektronik,107000.0,7.0,Bandung,Cust5975
ORD0308,2024-07-15,Kabel Data USB-C,Elektronik,32000.0,4.0,Jakarta,Cust4600
ORD0582,2024-01-22,Kopi Bubuk 200g,Makanan,51000.0,6.0,Makassar,Cust4145
ORD0067,2024-08-24,Keripik Singkong,Makanan,18000.0,5.0,Bandung,Cust4983
ORD0364,2024-04-15,Keripik Singkong,Makanan,18000.0,5.0,Bandung,Cust4767
ORD0159,2024-09-27,Kabel Data USB-C,Elektronik,22000.0,4.0,Yogyakarta,Cust2940
ORD0086,2024-07-25,Wajan Anti Lengket,Rumah Tangga,74000.0,1.0,Bandung,Cust4006
ORD0470,2024-07-12,Madu Hutan 250ml,Makanan,50000.0,5.0,Kediri,Cust5675
ORD0226,2024-06-11,Headset Bluetooth,Elektronik,260000.0,7.0,Medan,Cust1941
ORD0377,2024-04-26,Rak Buku Mini,Rumah Tangga,161000.0,7.0,Surabaya,Cust4093
ORD0263,2024-10-10,Headset Bluetooth,Elektronik,133000.0,7.0,Jakarta,Cust3955
ORD0332,2024-01-01,Power Bank 10000mAh,Elektronik,179000.0,6.0,Semarang,Cust9927
ORD0234,2024-01-25,Rak Buku Mini,Rumah Tangga,192000.0,4.0,Kediri,Cust2770
ORD0077,2024-08-24,Headset Bluetooth,Elektronik,226000.0,5.0,Medan,Cust6283
ORD0476,2024-04-13,Rak Buku Mini,Rumah Tangga,141000.0,4.0,Yogyakarta,Cust5279
ORD0166,2024-04-07,Kopi Bubuk 200g,Makanan,49000.0,5.0,Yogyakarta,Cust8087
ORD0150,2024-09-25,Kaos Polos,Fashion,89000.0,6.0,Semarang,Cust6356
ORD0088,2024-06-08,Headset Bluetooth,Elektronik,253000.0,7.0,Jakarta,Cust8443
ORD0458,2024-02-24,Botol Minum,Rumah Tangga,26000.0,7.0,Jakarta,Cust2755
ORD0422,2024-09-23,Wajan Anti Lengket,Rumah Tangga,92000.0,5.0,Bandung,Cust8868
ORD0330,2024-02-26,Kabel Data USB-C,Elektronik,35000.0,5.0,Surabaya,Cust4811
ORD0183,2024-04-30,Smartwatch,Elektronik,366000.0,2.0,Semarang,Cust3221
ORD0477,2024-10-27,Kopi Bubuk 200g,Makanan,46000.0,1.0,Makassar,Cust7476
ORD0518,2024-01-22,Kaos Polos,Fashion,87000.0,6.0,Kediri,Cust8506
ORD0106,2024-07-22,Kopi Bubuk 200g,Makanan,50000.0,6.0,Semarang,Cust6841
ORD0333,2024-07-07,Headset Bluetooth,Elektronik,124000.0,7.0,Jakarta,Cust1953
ORD0439,2024-07-14,Sepatu Sneakers,Fashion,337000.0,2.0,,Cust1622
ORD0050,2024-10-26,Rak Buku Mini,Rumah Tangga,90000.0,,Jakarta,Cust6452
ORD0336,2024-05-14,Kopi Bubuk 200g,Makanan,37000.0,2.0,Jakarta,Cust7049
ORD0006,2024-07-03,Keripik Singkong,Makanan,15000.0,3.0,Bandung,Cust4297
ORD0018,2024-06-11,Sepatu Sneakers,Fashion,310000.0,3.0,Medan,Cust8042
ORD0235,2024-05-23,Smartwatch,Elektronik,368000.0,3.0,Bandung,Cust7919
ORD0487,2024-02-10,Headset Bluetooth,Elektronik,251000.0,2.0,Medan,Cust1897
ORD0544,2024-04-03,Tas Ransel,Fashion,227000.0,5.0,Kediri,Cust1316
ORD0498,2024-03-25,Power Bank 10000mAh,Elektronik,136000.0,2.0,Surabaya,Cust5206
ORD0107,2024-10-05,Rak Buku Mini,Rumah Tangga,134000.0,5.0,Makassar,Cust6523
ORD0444,2024-02-16,Smartwatch,Elektronik,283000.0,5.0,Makassar,Cust7369
ORD0489,2024-07-12,Rak Buku Mini,Rumah Tangga,133000.0,3.0,Bandung,Cust2701
ORD0013,2024-03-14,Rak Buku Mini,Rumah Tangga,109000.0,6.0,Jakarta,Cust6376
ORD0191,2024-08-13,Wajan Anti Lengket,Rumah Tangga,92000.0,6.0,Medan,Cust5119
ORD0283,2024-12-02,Wajan Anti Lengket,Rumah Tangga,109000.0,,Surabaya,Cust6828
ORD0030,2024-04-24,Smartwatch,Elektronik,377000.0,4.0,Bandung,Cust2418
ORD0170,2024-09-26,Kaos Polos,Fashion,46000.0,7.0,Yogyakarta,Cust1926
ORD0181,2024-04-27,Madu Hutan 250ml,Makanan,71000.0,2.0,Surabaya,Cust6376
ORD0101,2024-02-24,Kopi Bubuk 200g,Makanan,39000.0,4.0,Yogyakarta,Cust3756
ORD0198,2024-11-10,Sepatu Sneakers,Fashion,213000.0,6.0,Jakarta,Cust1268
ORD0496,2024-03-16,Power Bank 10000mAh,Elektronik,187000.0,1.0,Makassar,Cust5033
ORD0589,2024-10-09,Kopi Bubuk 200g,Makanan,47000.0,5.0,Jakarta,Cust1335
ORD0374,2024-01-10,Power Bank 10000mAh,Elektronik,115000.0,3.0,Semarang,Cust2926
ORD0461,2024-08-13,Rak Buku Mini,Rumah Tangga,145000.0,6.0,Makassar,Cust6866
ORD0414,2024-01-28,Sepatu Sneakers,Fashion,257000.0,2.0,Yogyakarta,Cust9671
ORD0132,2024-07-16,Kabel Data USB-C,Elektronik,17000.0,2.0,Medan,Cust8217
ORD0040,2024-04-25,Botol Minum,Rumah Tangga,31000.0,7.0,Kediri,Cust4980
ORD0435,2024-09-14,Smartwatch,Elektronik,481000.0,1.0,Surabaya,Cust5905
ORD0216,2024-12-03,Kemeja Flanel,Fashion,178000.0,2.0,Kediri,Cust5630
ORD0475,2024-12-24,Botol Minum,Rumah Tangga,44000.0,1.0,Medan,Cust1155
ORD0457,2024-01-18,Tas Ransel,Fashion,106000.0,2.0,Medan,Cust4197
ORD0261,2024-03-31,Kopi Bubuk 200g,Makanan,,4.0,Semarang,Cust3997
ORD0036,2024-04-08,Kaos Polos,Fashion,87000.0,3.0,Jakarta,Cust8653
ORD0310,2024-11-05,Sepatu Sneakers,Fashion,238000.0,2.0,Yogyakarta,Cust8685
ORD0277,2024-10-01,Smartwatch,Elektronik,480000.0,5.0,Jakarta,Cust6735
ORD0394,2024-05-18,Botol Minum,Rumah Tangga,37000.0,6.0,Semarang,Cust9339
ORD0108,2024-09-28,Wajan Anti Lengket,Rumah Tangga,74000.0,6.0,Bandung,Cust5855
ORD0570,2024-08-08,Kabel Data USB-C,Elektronik,32000.0,3.0,Medan,Cust5459
ORD0525,2024-10-10,Headset Bluetooth,Elektronik,245000.0,2.0,Makassar,Cust6474
ORD0048,2024-01-06,Keripik Singkong,Makanan,22000.0,6.0,Surabaya,Cust9194
ORD0204,2024-02-14,Wajan Anti Lengket,Rumah Tangga,83000.0,6.0,Medan,Cust9924
ORD0022,2024-06-22,Power Bank 10000mAh,Elektronik,163000.0,1.0,Medan,Cust5193
ORD0403,2024-08-06,Headset Bluetooth,Elektronik,294000.0,7.0,Surabaya,Cust1941
ORD0084,2024-01-16,Kopi Bubuk 200g,Makanan,50000.0,3.0,Kediri,Cust2042
ORD0131,2024-10-16,Kabel Data USB-C,Elektronik,21000.0,3.0,Jakarta,Cust6847
ORD0416,2024-07-30,Wajan Anti Lengket,Rumah Tangga,117000.0,7.0,Yogyakarta,Cust4369
ORD0287,2024-09-04,Tas Ransel,Fashion,183000.0,2.0,Jakarta,Cust9874
ORD0124,2024-10-22,Smartwatch,Elektronik,289000.0,4.0,Semarang,Cust4960
ORD0034,2024-02-21,Kabel Data USB-C,Elektronik,34000.0,5.0,Kediri,Cust4386
ORD0517,2024-01-22,Keripik Singkong,Makanan,14000.0,2.0,Semarang,Cust6663
ORD0020,2024-01-19,Smartwatch,Elektronik,338000.0,6.0,Medan,Cust1855
ORD0560,2024-01-03,Kopi Bubuk 200g,Makanan,48000.0,4.0,Yogyakarta,Cust7495
ORD0220,2024-05-11,Keripik Singkong,Makanan,20000.0,4.0,Surabaya,Cust9652
ORD0482,2024-08-17,Kopi Bubuk 200g,Makanan,36000.0,5.0,Kediri,Cust8308
ORD0357,2024-05-23,Tas Ransel,Fashion,126000.0,4.0,Yogyakarta,Cust2652
ORD0225,2024-09-23,Rak Buku Mini,Rumah Tangga,99000.0,6.0,Semarang,Cust5804
ORD0093,2024-09-14,Kopi Bubuk 200g,Makanan,48000.0,5.0,Surabaya,Cust7776
